_ID_;_NAME_;_MODEL_;_PRICE_;_DESCRIPTION_;_IMAGES_
513;"Встроенный светильник Feron DL13 под лампу золото";15127;38.0000;"<h2>Встроенный светильник Feron DL13 золото</h2>

<p>Встроенный светильник Feron DL13 золото - это роскошный выбор для создания освещения в вашем помещении. Золотистый оттенок придает этому светильнику элегантный и изысканный вид, делая его впечатляющим элементом интерьера.</p>

<p><b>Особенности:</b></p>
<ul>
  <li>Роскошный дизайн для создания изысканного эффекта.</li>
  <li>Встроенный тип светильника для эстетичного вида.</li>
  <li>Эффективное освещение для создания комфортной атмосферы.</li>
  <li>Легкая установка в разнообразные помещения.</li>
  <li>Высокое качество изготовления для долговечности и надежности.</li>
</ul>

<p>Встроенный светильник Feron DL13 золото - идеальный выбор для тех, кто желает добавить роскоши и стиля в свое пространство.</p>
";data/products/15126/DL13.jpg,catalog/dl13_elabel.jpg
515;"Встроенный светильник Feron DL13 под лампу хром";15129;38.0000;"<h2>Встроенный светильник Feron DL13 хром</h2>

<p>Встроенный светильник Feron DL13 хром - это изысканный выбор для создания освещения в вашем помещении. Хромированное покрытие придает этому светильнику современный и стильный вид, делая его эффектным элементом декора.</p>

<p><b>Особенности:</b></p>
<ul>
  <li>Элегантный дизайн для создания изысканного эффекта.</li>
  <li>Встроенный тип светильника для эстетичного вида.</li>
  <li>Эффективное освещение для создания комфортной атмосферы.</li>
  <li>Легкая установка в разнообразные помещения.</li>
  <li>Высокое качество изготовления для долговечности и надежности.</li>
</ul>

<p>Встроенный светильник Feron DL13 хром - идеальный выбор для тех, кто желает придать своему пространству современный и стильный акцент.</p>
";data/products/15126/DL13_2.jpg,catalog/dl13_elabel.jpg
518;"Встроенный светильник Feron DL307 под лампу золото";15010;61.0000;"<h2>Встроенный светильник Feron DL307 золото</h2>

<p>Встроенный светильник Feron DL307 золото - это роскошный и элегантный выбор для освещения вашего помещения. Золотое покрытие добавляет этому светильнику изысканности и роскоши, создавая выразительный элемент декора.</p>

<p><b>Особенности:</b></p>
<ul>
  <li>Изысканный и стильный дизайн для создания элегантного интерьера.</li>
  <li>Встроенный тип светильника для невидимого крепления.</li>
  <li>Эффективное освещение для создания атмосферы уюта.</li>
  <li>Легкая установка в разнообразные помещения.</li>
  <li>Высокое качество изготовления для долговечности и надежности.</li>
</ul>

<p>Встроенный светильник Feron DL307 золото - идеальный выбор для тех, кто желает придать своему пространству роскошь и стиль.</p>
";data/products/15210/307_2.jpg,catalog/dl307_elabel.jpg
520;"Встроенный светильник Feron DL307 под лампу хром";15012;81.0000;"<h2>Встроенный светильник Feron DL307 хром</h2>

<p>Встроенный светильник Feron DL307 хром - это современный и стильный выбор для освещения вашего помещения. Хромированное покрытие придает этому светильнику элегантный вид, подчеркивая современный дизайн интерьера.</p>

<p><b>Особенности:</b></p>
<ul>
  <li>Современный и стильный дизайн для использования в различных интерьерах.</li>
  <li>Встроенный тип светильника для невидимого крепления.</li>
  <li>Эффективное освещение для создания комфортной атмосферы.</li>
  <li>Легкая установка в разнообразные помещения.</li>
  <li>Высокое качество изготовления для долговечности и надежности.</li>
</ul>

<p>Встроенный светильник Feron DL307 хром - идеальный выбор для тех, кто ценит современность и хочет создать стильный интерьер.</p>
";data/products/15210/307_4.jpg,catalog/dl307_elabel.jpg
522;"Встроенный светильник Feron DL308 под лампу золото";15068;104.0000;"<p><span style=""font-size: 13px; line-height: 20.8px;"">Плоскоповоротный встраиваемый светильник</span></p>
<p>Технические характеристики могут изменяться в зависимости от партии</p>";catalog/dl308_elabel.jpg
524;"Встроенный светильник Feron DL308 под лампу хром";15070;38.0000;"<h2>Встроенный светильник Feron DL308 хром</h2>

<p>Встроенный светильник Feron DL308 хром - стильный и элегантный выбор для освещения вашего интерьера. Благодаря хромированному покрытию этот светильник добавляет современного блеска и изысканности вашему пространству.</p>

<p><b>Особенности:</b></p>
<ul>
  <li>Хромированное покрытие для современного дизайна.</li>
  <li>Встроенный тип светильника для эстетического вида.</li>
  <li>Эффективное освещение для создания комфортной атмосферы.</li>
  <li>Легкая установка в разнообразные помещения.</li>
  <li>Высокое качество изготовления для долговечности и надежности.</li>
</ul>

<p>Встроенный светильник Feron DL308 хром - это не только источник света, но и стильный элемент декора, который придаст вашему помещению современный вид.</p>
";data/products/15067/308.jpg,catalog/dl308_elabel.jpg
547;"Светодиодная лампа Feron Filament LB-61 4Вт E14 2700K";25578;58.0000;"<h2>Светодиодная лампа серии Filament</h2>
 <p>Лампа из серии светодиодных ламп классических форм с прозрачными колбами, которые наилучшим образом сочетаются с классическими люстрами и бра.</p>
 <p>Лампы изготавливаются по новой современной технологии светодиодных нитей (LED Filament), что обеспечивает им высокие показатели энергоэффективности 100Lm/W.</p>
 <p>Она представляет собой тонкую долгую подложку, на которой установлены светодиодные кристаллы очень маленького размера, покрытые слоем люминофора. Благодаря такой технологии и конструкции ламп, они по внешнему виду и характеристикам свечения, максимально близки к лампам накаливания.</p>
 <p>Ведь именно лампы накаливания создают неповторимую игру света на гранях кристаллов классических люстр. Коэффициент цветопередачи Rа&gt;80, поэтому цвет освещенных предметов максимально приближен к естественному.</p>
 <p>Технические характеристики могут изменяться в зависимости от партии</p>";catalog/lb-61_4w.jpg
548;"Светодиодная лампа Feron Filament LB-61 4Вт E14 4000K";25579;58.0000;"<p style=""font-size: 13px; line-height: 20.8px;"">Лампа из&nbsp;серии&nbsp;светодиодных ламп&nbsp;классических&nbsp;форм с&nbsp;прозрачными&nbsp;колбами, которые&nbsp;наилучшим образом сочетаются с&nbsp;классическими&nbsp;люстрами и&nbsp;бра.&nbsp;Лампы&nbsp;изготавливаются по новой современной технологии&nbsp;светодиодных нитей&nbsp;(LED Filament), что обеспечивает им&nbsp;высокие&nbsp;показатели&nbsp;энергоэффективности&nbsp;100Lm/W. Она&nbsp;представляет&nbsp;собой&nbsp;тонкую долгую подложку, на которой&nbsp;установлены светодиодные&nbsp;кристаллы&nbsp;очень&nbsp;маленького&nbsp;размера, покрытые слоем люминофора. Благодаря такой&nbsp;технологии&nbsp;и&nbsp;конструкции&nbsp;ламп, они по внешнему виду и характеристикам свечения, максимально&nbsp;близки&nbsp;к&nbsp;лампам накаливания. Ведь именно лампы&nbsp;накаливания создают неповторимую&nbsp;игру света на&nbsp;гранях кристаллов&nbsp;классических люстр.</p>






<p>Технические характеристики могут изменяться в зависимости от партии</p>";catalog/lb-61_4w.jpg
549;"Светодиодная лампа Feron Filament LB-61 4Вт E27 2700K";25581;58.0000;"<p style=""font-size: 13px; line-height: 20.8px;"">Лампа из&nbsp;серии&nbsp;светодиодных ламп&nbsp;классических&nbsp;форм с&nbsp;прозрачными&nbsp;колбами, которые&nbsp;наилучшим образом сочетаются с&nbsp;классическими&nbsp;люстрами и&nbsp;бра.&nbsp;Лампы&nbsp;изготавливаются по новой современной технологии&nbsp;светодиодных нитей&nbsp;(LED Filament), что обеспечивает им&nbsp;высокие&nbsp;показатели&nbsp;энергоэффективности&nbsp;100Lm/W. Она&nbsp;представляет&nbsp;собой&nbsp;тонкую долгую подложку, на которой&nbsp;установлены светодиодные&nbsp;кристаллы&nbsp;очень&nbsp;маленького&nbsp;размера, покрытые слоем люминофора. Благодаря такой&nbsp;технологии&nbsp;и&nbsp;конструкции&nbsp;ламп, они по внешнему виду и характеристикам свечения, максимально&nbsp;близки&nbsp;к&nbsp;лампам накаливания. Ведь именно лампы&nbsp;накаливания создают неповторимую&nbsp;игру света на&nbsp;гранях кристаллов&nbsp;классических люстр.</p>






<p>Технические характеристики могут изменяться в зависимости от партии</p>";catalog/lb-61_4w.jpg
550;"Светодиодная лампа Feron Filament LB-61 4Вт E27 4000K";25582;58.0000;"<p style=""font-size: 13px; line-height: 20.8px;"">Лампа из&nbsp;серии&nbsp;светодиодных ламп&nbsp;классических&nbsp;форм с&nbsp;прозрачными&nbsp;колбами, которые&nbsp;наилучшим образом сочетаются с&nbsp;классическими&nbsp;люстрами и&nbsp;бра.&nbsp;Лампы&nbsp;изготавливаются по новой современной технологии&nbsp;светодиодных нитей&nbsp;(LED Filament), что обеспечивает им&nbsp;высокие&nbsp;показатели&nbsp;энергоэффективности&nbsp;100Lm/W. Она&nbsp;представляет&nbsp;собой&nbsp;тонкую долгую подложку, на которой&nbsp;установлены светодиодные&nbsp;кристаллы&nbsp;очень&nbsp;маленького&nbsp;размера, покрытые слоем люминофора. Благодаря такой&nbsp;технологии&nbsp;и&nbsp;конструкции&nbsp;ламп, они по внешнему виду и характеристикам свечения, максимально&nbsp;близки&nbsp;к&nbsp;лампам накаливания. Ведь именно лампы&nbsp;накаливания создают неповторимую&nbsp;игру света на&nbsp;гранях кристаллов&nbsp;классических люстр.</p>






<p>Технические характеристики могут изменяться в зависимости от партии</p>";catalog/lb-61_4w.jpg
556;"Светодиодная лампа Feron Filament LB-58 4Вт E27 4000K";25619;58.0000;"<p style=""font-size: 13px; line-height: 20.8px;"">Лампа из&nbsp;серии&nbsp;светодиодных ламп&nbsp;классических&nbsp;форм с&nbsp;прозрачными&nbsp;колбами, которые&nbsp;наилучшим образом сочетаются с&nbsp;классическими&nbsp;люстрами и&nbsp;бра.&nbsp;Лампы&nbsp;изготавливаются по новой современной технологии&nbsp;светодиодных нитей&nbsp;(LED Filament), что обеспечивает им&nbsp;высокие&nbsp;показатели&nbsp;энергоэффективности&nbsp;100Lm/W. Она&nbsp;представляет&nbsp;собой&nbsp;тонкую долгую подложку, на которой&nbsp;установлены светодиодные&nbsp;кристаллы&nbsp;очень&nbsp;маленького&nbsp;размера, покрытые слоем люминофора. Благодаря такой&nbsp;технологии&nbsp;и&nbsp;конструкции&nbsp;ламп, они по внешнему виду и характеристикам свечения, максимально&nbsp;близки&nbsp;к&nbsp;лампам накаливания. Ведь именно лампы&nbsp;накаливания создают неповторимую&nbsp;игру света на&nbsp;гранях кристаллов&nbsp;классических люстр.</p>






<p>Технические характеристики могут изменяться в зависимости от партии</p>";catalog/lb-58_4w.jpg
557;"Светодиодная лампа Feron Filament LB-59 4Вт E14 2700K свеча на ветру";25575;58.0000;"<p style=""font-size: 13px; line-height: 20.8px;"">Лампа из&nbsp;серии&nbsp;светодиодных ламп&nbsp;классических&nbsp;форм с&nbsp;прозрачными&nbsp;колбами, которые&nbsp;наилучшим образом сочетаются с&nbsp;классическими&nbsp;люстрами и&nbsp;бра.&nbsp;Лампы&nbsp;изготавливаются по новой современной технологии&nbsp;светодиодных нитей&nbsp;(LED Filament), что обеспечивает им&nbsp;высокие&nbsp;показатели&nbsp;энергоэффективности&nbsp;100Lm/W. Она&nbsp;представляет&nbsp;собой&nbsp;тонкую долгую подложку, на которой&nbsp;установлены светодиодные&nbsp;кристаллы&nbsp;очень&nbsp;маленького&nbsp;размера, покрытые слоем люминофора. Благодаря такой&nbsp;технологии&nbsp;и&nbsp;конструкции&nbsp;ламп, они по внешнему виду и характеристикам свечения, максимально&nbsp;близки&nbsp;к&nbsp;лампам накаливания. Ведь именно лампы&nbsp;накаливания создают неповторимую&nbsp;игру света на&nbsp;гранях кристаллов&nbsp;классических люстр.</p>






<p>Технические характеристики могут изменяться в зависимости от партии</p>";catalog/lb-59_4w.jpg
558;"Светодиодная лампа Feron Filament LB-59 4Вт E14 4000K свеча на ветру";25576;58.0000;"<p style=""font-size: 13px; line-height: 20.8px;"">Лампа из&nbsp;серии&nbsp;светодиодных ламп&nbsp;классических&nbsp;форм с&nbsp;прозрачными&nbsp;колбами, которые&nbsp;наилучшим образом сочетаются с&nbsp;классическими&nbsp;люстрами и&nbsp;бра.&nbsp;Лампы&nbsp;изготавливаются по новой современной технологии&nbsp;светодиодных нитей&nbsp;(LED Filament), что обеспечивает им&nbsp;высокие&nbsp;показатели&nbsp;энергоэффективности&nbsp;100Lm/W. Она&nbsp;представляет&nbsp;собой&nbsp;тонкую долгую подложку, на которой&nbsp;установлены светодиодные&nbsp;кристаллы&nbsp;очень&nbsp;маленького&nbsp;размера, покрытые слоем люминофора. Благодаря такой&nbsp;технологии&nbsp;и&nbsp;конструкции&nbsp;ламп, они по внешнему виду и характеристикам свечения, максимально&nbsp;близки&nbsp;к&nbsp;лампам накаливания. Ведь именно лампы&nbsp;накаливания создают неповторимую&nbsp;игру света на&nbsp;гранях кристаллов&nbsp;классических люстр.</p>






<p>Технические характеристики могут изменяться в зависимости от партии</p>";catalog/lb-59_4w.jpg
562;"Светодиодная лампа Feron LB-380 4Вт E14 4000K";25640;41.0000;"<h2>Светодиодная лампа серии Standard</h2>
<p>Лампы серии Standard - идеальный выбор для тех, кто ценит качество и разумные цены. Каждая лампа этой серии имеет корпус из современного термостойкого пластика, что обеспечивает оптимальное теплоотведение и долговечность.</p>
<p>Тепловой режим светодиодов полностью соответствует конструкции корпуса, что обеспечивает стабильную работу на протяжении длительного времени. Кроме того, они оснащены IC-драйверами, которые защищают от перепадов напряжения, и отсутствие пульсаций, что обеспечивает комфортный режим работы.</p>
<p>Лампы серии Standard объединяют в себе современные инновационные материалы, высокое качество производства и эстетическую привлекательность. С ними вы можете быть уверены в стабильном и эффективном освещении. Каждая лампа имеет долговечный ресурс работы, составляющий 30 000 часов.</p>
<p>Эта серия ламп идеально подходит для использования в точечных светильниках, обеспечивая качественное и экономное освещение помещений.</p>
<p>Технические характеристики могут изменяться в зависимости от партии.</p>";catalog/lb-380_4w.jpg
563;"Светодиодная лампа Feron LB-380 4Вт E27 2700K";25641;41.0000;"<h2>Светодиодная лампа серии Standard</h2>
<p>Лампы серии Standard - идеальный выбор для тех, кто ценит качество и разумные цены. Каждая лампа этой серии имеет корпус из современного термостойкого пластика, что обеспечивает оптимальное теплоотведение и долговечность.</p>
<p>Тепловой режим светодиодов полностью соответствует конструкции корпуса, что обеспечивает стабильную работу на протяжении длительного времени. Кроме того, они оснащены IC-драйверами, которые защищают от перепадов напряжения, и отсутствие пульсаций, что обеспечивает комфортный режим работы.</p>
<p>Лампы серии Standard объединяют в себе современные инновационные материалы, высокое качество производства и эстетическую привлекательность. С ними вы можете быть уверены в стабильном и эффективном освещении. Каждая лампа имеет долговечный ресурс работы, составляющий 30 000 часов.</p>
<p>Эта серия ламп идеально подходит для использования в точечных светильниках, обеспечивая качественное и экономное освещение помещений.</p>
<p>Технические характеристики могут изменяться в зависимости от партии.</p>";catalog/lb-380_4w.jpg
564;"Светодиодная лампа Feron LB-380 4Вт E27 4000K";25642;41.0000;"<h2>Светодиодная лампа серии Standard</h2>
<p>Лампы серии Standard - идеальный выбор для тех, кто ценит качество и разумные цены. Каждая лампа этой серии имеет корпус из современного термостойкого пластика, что обеспечивает оптимальное теплоотведение и долговечность.</p>
<p>Тепловой режим светодиодов полностью соответствует конструкции корпуса, что обеспечивает стабильную работу на протяжении длительного времени. Кроме того, они оснащены IC-драйверами, которые защищают от перепадов напряжения, и отсутствие пульсаций, что обеспечивает комфортный режим работы.</p>
<p>Лампы серии Standard объединяют в себе современные инновационные материалы, высокое качество производства и эстетическую привлекательность. С ними вы можете быть уверены в стабильном и эффективном освещении. Каждая лампа имеет долговечный ресурс работы, составляющий 30 000 часов.</p>
<p>Эта серия ламп идеально подходит для использования в точечных светильниках, обеспечивая качественное и экономное освещение помещений.</p>
<p>Технические характеристики могут изменяться в зависимости от партии.</p>";catalog/lb-380_4w.jpg
565;"Светодиодная лампа Feron LB-720 4Вт E14 2700K";25643;41.0000;"<h2>Светодиодная лампа серии Standard</h2>
<p>Лампы серии Standard - идеальный выбор для тех, кто ценит качество и разумные цены. Каждая лампа этой серии имеет корпус из современного термостойкого пластика, что обеспечивает оптимальное теплоотведение и долговечность.</p>
<p>Тепловой режим светодиодов полностью соответствует конструкции корпуса, что обеспечивает стабильную работу на протяжении длительного времени. Кроме того, они оснащены IC-драйверами, которые защищают от перепадов напряжения, и отсутствие пульсаций, что обеспечивает комфортный режим работы.</p>
<p>Лампы серии Standard объединяют в себе современные инновационные материалы, высокое качество производства и эстетическую привлекательность. С ними вы можете быть уверены в стабильном и эффективном освещении. Каждая лампа имеет долговечный ресурс работы, составляющий 30 000 часов.</p>
<p>Эта серия ламп идеально подходит для использования в точечных светильниках, обеспечивая качественное и экономное освещение помещений.</p>
<p>Технические характеристики могут изменяться в зависимости от партии.</p>";catalog/lb-720_4w.jpg
566;"Светодиодная лампа Feron LB-720 4Вт E14 4000K";25644;41.0000;"<h2>Светодиодная лампа серии Standard</h2>
<p>Лампы серии Standard - идеальный выбор для тех, кто ценит качество и разумные цены. Каждая лампа этой серии имеет корпус из современного термостойкого пластика, что обеспечивает оптимальное теплоотведение и долговечность.</p>
<p>Тепловой режим светодиодов полностью соответствует конструкции корпуса, что обеспечивает стабильную работу на протяжении длительного времени. Кроме того, они оснащены IC-драйверами, которые защищают от перепадов напряжения, и отсутствие пульсаций, что обеспечивает комфортный режим работы.</p>
<p>Лампы серии Standard объединяют в себе современные инновационные материалы, высокое качество производства и эстетическую привлекательность. С ними вы можете быть уверены в стабильном и эффективном освещении. Каждая лампа имеет долговечный ресурс работы, составляющий 30 000 часов.</p>
<p>Эта серия ламп идеально подходит для использования в точечных светильниках, обеспечивая качественное и экономное освещение помещений.</p>
<p>Технические характеристики могут изменяться в зависимости от партии.</p>";catalog/lb-720_4w.jpg
